"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NME1",3.0060097806516e-07,0.324183592204584,0.312,0.065,0.00412244181318561,"7","NME1"
"CCDC22",3.14279910753607e-07,0.327843737965979,0.25,0.046,0.00431003469607497,"7","CCDC22"
"ILF3",3.20692681478543e-07,0.349282228886721,0.375,0.088,0.00439797943379674,"7","ILF3"
"SUMO3",3.28046557903545e-07,0.437955686090242,0.656,0.207,0.00449883049508921,"7","SUMO3"
"COTL12",3.31984154088457e-07,0.828249008987853,0.938,0.626,0.0045528306891691,"7","COTL1"
"TMEM55B",3.5414905623624e-07,0.312825743222068,0.312,0.065,0.0048568001572238,"7","TMEM55B"
"THRAP3",3.74589295337826e-07,0.358268156471501,0.438,0.11,0.00513711759626295,"7","THRAP3"
"MAP4K1",3.76386896433215e-07,0.420436318761509,0.312,0.067,0.00516176989768511,"7","MAP4K1"
"SCIMP1",3.8374204787e-07,0.451279032712837,0.344,0.078,0.00526263844448918,"7","SCIMP"
"PQBP1",4.25418012089337e-07,0.368456674252759,0.531,0.155,0.00583418261779317,"7","PQBP1"
"MPST",4.27625185968071e-07,0.399016200460946,0.281,0.057,0.00586445180036613,"7","MPST"
"FGR3",4.3334215425589e-07,0.574552108853143,0.656,0.211,0.00594285430346527,"7","FGR"
"EPSTI12",4.59750627556484e-07,0.679542876467578,0.562,0.178,0.00630502010630962,"7","EPSTI1"
"LMNA",4.61992790544353e-07,0.988052745122849,0.281,0.061,0.00633576912952525,"7","LMNA"
"CSF1R1",4.89778694331979e-07,0.495969374519196,0.312,0.069,0.00671682501406876,"7","CSF1R"
"RAB7A1",5.80457729624125e-07,0.584931757027241,0.812,0.307,0.00796039730406525,"7","RAB7A"
"MFSD1",6.3214340243977e-07,0.487598578183183,0.281,0.058,0.00866921462105901,"7","MFSD1"
"ATP5J23",6.73095497117718e-07,0.565483809801269,0.844,0.318,0.00923083164747238,"7","ATP5J2"
"GAPDH1",6.75213746154139e-07,0.721694140599207,1,0.849,0.00925988131475786,"7","GAPDH"
"CNPY32",6.78630523173549e-07,0.795666543508563,0.688,0.274,0.00930673899480205,"7","CNPY3"
"GLTP",7.0630283242e-07,0.402914003688399,0.25,0.048,0.00968623704380788,"7","GLTP"
"HERPUD12",7.09318470136697e-07,0.878140646953992,0.625,0.207,0.00972759349945467,"7","HERPUD1"
"RBM42",7.21516671932706e-07,0.428615102784255,0.344,0.081,0.00989487963888513,"7","RBM42"
"PMAIP1",7.27109714698227e-07,0.421151093499558,0.469,0.129,0.00997158262737149,"7","PMAIP1"
"C17orf62",7.41028282331714e-07,0.292363314157965,0.531,0.151,0.0101624618638971,"7","C17orf62"
"NAPA",7.84637201677649e-07,0.409123614752029,0.469,0.127,0.0107605145838073,"7","NAPA"
"CSTB2",8.20579158805768e-07,0.808136527679864,0.844,0.365,0.0112534225838623,"7","CSTB"
"NRROS",8.29688422881547e-07,0.391395086936226,0.281,0.059,0.0113783470313975,"7","NRROS"
"DNAJC4",8.84124234237043e-07,0.466488984045967,0.438,0.117,0.0121248797483268,"7","DNAJC4"
"APH1A",8.85832605671465e-07,0.38799472023128,0.656,0.198,0.0121483083541785,"7","APH1A"
"HEBP2",9.00474852940814e-07,0.576048974831637,0.281,0.06,0.0123491121332303,"7","HEBP2"
"AIF12",9.24588087063208e-07,0.265593112331204,0.906,0.368,0.0126798010259848,"7","AIF1"
"EIF4E22",9.25835177937684e-07,0.338055579426676,0.531,0.152,0.0126969036302374,"7","EIF4E2"
"ATG32",9.44644409472653e-07,0.594542030930987,0.625,0.208,0.012954853431508,"7","ATG3"
"UCHL3",9.62317879231975e-07,0.551998620355354,0.312,0.072,0.0131972273957873,"7","UCHL3"
"PPT12",9.83800175427658e-07,0.872456753322751,0.562,0.188,0.0134918356058149,"7","PPT1"
"SLC39A3",1.09390863629142e-06,0.613169999172979,0.281,0.06,0.0150018630381005,"7","SLC39A3"
"S100A102",1.12954009530079e-06,1.02624000467182,0.906,0.639,0.0154905128669551,"7","S100A10"
"TACC1",1.13654335158497e-06,0.358056014529002,0.312,0.071,0.0155865555236362,"7","TACC1"
"NUP210",1.18026041564426e-06,0.328163853028937,0.312,0.07,0.0161860913401454,"7","NUP210"
"HMGN31",1.27567841504025e-06,0.563057059669225,0.688,0.233,0.0174946537838619,"7","HMGN3"
"DHX29",1.30258025176541e-06,0.299965956579747,0.281,0.059,0.0178635855727108,"7","DHX29"
"VAMP3",1.36609760433395e-06,0.30751949897913,0.312,0.07,0.0187346625458358,"7","VAMP3"
"CPPED12",1.38247657444251e-06,0.586360006384009,0.375,0.1,0.0189592837419046,"7","CPPED1"
"RAB31",1.42131633293464e-06,0.3758896682048,0.25,0.05,0.0194919321898656,"7","RAB31"
"C1orf1623",1.4425903867553e-06,1.43417560324946,0.781,0.384,0.0197836845639622,"7","C1orf162"
"CEBPD2",1.50668441752336e-06,0.656078569281871,0.625,0.22,0.0206626701019153,"7","CEBPD"
"ODF3B2",1.51385193298369e-06,0.285906219024944,0.438,0.118,0.0207609654089383,"7","ODF3B"
"TMSB101",1.55678838666525e-06,0.470451774269979,1,0.993,0.0213497959347272,"7","TMSB10"
"EIF61",1.62322222727591e-06,0.599040025213415,0.656,0.22,0.0222608696248618,"7","EIF6"
"RNF5",1.65019609227221e-06,0.390292635292944,0.5,0.143,0.022630789209421,"7","RNF5"
"ABI32",1.70790837050882e-06,0.602568400553259,0.531,0.173,0.023422255393158,"7","ABI3"
"GAPT",1.74637040471118e-06,0.393820274987575,0.281,0.061,0.0239497237302091,"7","GAPT"
"ARL4C2",1.88322614608628e-06,0.835618199217179,0.562,0.194,0.0258265633674272,"7","ARL4C"
"CNDP2",1.90494462591918e-06,1.5558572338484,0.375,0.097,0.0261244105998557,"7","CNDP2"
"HNRNPD",1.93225948964132e-06,0.385965394718284,0.406,0.106,0.0264990066409411,"7","HNRNPD"
"NDUFV1",2.04259199942569e-06,0.415668251488258,0.469,0.133,0.0280121066801239,"7","NDUFV1"
"PRELID12",2.0479496155135e-06,0.74532669776661,0.906,0.465,0.0280855810271521,"7","PRELID1"
"YIF1A",2.10402786979894e-06,0.371276341212918,0.375,0.095,0.0288546382064226,"7","YIF1A"
"RAB4B",2.13673450105462e-06,0.270187601096328,0.312,0.072,0.0293031769474631,"7","RAB4B"
"NDUFA8",2.15852405865975e-06,0.342915234959683,0.5,0.143,0.0296019989404598,"7","NDUFA8"
"MYL63",2.16746914335017e-06,0.515371666822498,1,0.851,0.0297246718319043,"7","MYL6"
"IFI44",2.20232477300209e-06,0.296936098556448,0.406,0.107,0.0302026819369507,"7","IFI44"
"LILRB21",2.29964030196306e-06,0.379981167654586,0.375,0.097,0.0315372671011214,"7","LILRB2"
"ACYP2",2.3941292638725e-06,0.509197048852654,0.281,0.063,0.0328330887247475,"7","ACYP2"
"RAB11A",2.45922413612259e-06,0.318530036588128,0.438,0.119,0.0337257998027852,"7","RAB11A"
"MRPL41",2.46769774748099e-06,0.537036676305774,0.5,0.153,0.0338420069089543,"7","MRPL41"
"IKBIP",2.47807642910692e-06,0.468486946017314,0.25,0.053,0.0339843401487722,"7","IKBIP"
"FAM133B",2.61623783438181e-06,0.298832410307606,0.344,0.083,0.0358790856607122,"7","FAM133B"
"ETFA1",2.61704927566723e-06,0.268250261663666,0.469,0.129,0.0358902137665004,"7","ETFA"
"ATP6V1E1",2.64051533723876e-06,0.541980074488536,0.531,0.167,0.0362120273348924,"7","ATP6V1E1"
"BLVRB1",2.75795539287038e-06,0.548756135979694,0.5,0.158,0.0378226002578244,"7","BLVRB"
"LAMTOR22",2.78823138319055e-06,0.559112711398801,0.625,0.219,0.0382378051890752,"7","LAMTOR2"
"SNRPD1",3.13177588152739e-06,0.541938139904591,0.656,0.209,0.0429491744392666,"7","SNRPD1"
"CCT4",3.21203700312967e-06,0.288294950269093,0.656,0.203,0.0440498754609202,"7","CCT4"
"SMARCB1",3.26061390687506e-06,0.376567018866136,0.438,0.124,0.0447160591188846,"7","SMARCB1"
"ARHGEF401",3.43116722741047e-06,0.41733493168884,0.25,0.053,0.0470550273567071,"7","ARHGEF40"
"PHPT11",3.43762516637194e-06,0.274382661945841,0.531,0.16,0.0471435915316248,"7","PHPT1"
"ATP5B2",3.7991919364598e-06,0.717314635589253,0.844,0.401,0.0521021182166097,"7","ATP5B"
"SNRPG",3.8361613520315e-06,0.334020312253762,0.469,0.135,0.0526091167817599,"7","SNRPG"
"DCTN6",3.87719533923025e-06,0.376148912744728,0.312,0.075,0.0531718568822036,"7","DCTN6"
"DDIT42",3.8949596764228e-06,0.413123215082017,0.656,0.217,0.0534154770024622,"7","DDIT4"
"PTPN181",4.187277102528e-06,0.478865701356786,0.469,0.138,0.057424318184069,"7","PTPN18"
"FAM26F3",4.27739601257269e-06,0.552213657446968,0.625,0.224,0.0586602089164219,"7","FAM26F"
"TMED10",4.28031605144137e-06,0.555697410361471,0.562,0.186,0.058700254329467,"7","TMED10"
"CMTM3",4.38268414969796e-06,0.457049751391472,0.5,0.153,0.0601041304289578,"7","CMTM3"
"CAPNS12",4.41241065428618e-06,0.994051198673891,0.438,0.126,0.0605117997128807,"7","CAPNS1"
"NANS1",4.74427123713857e-06,0.348257837981142,0.406,0.112,0.0650629357461184,"7","NANS"
"CBR11",5.13242804704157e-06,0.493316955980228,0.406,0.116,0.070386118237128,"7","CBR1"
"RPS111",5.13899203515777e-06,0.485196192204568,1,0.949,0.0704761367701537,"7","RPS11"
"YWHAH1",5.17795560549546e-06,0.38003157570057,0.594,0.193,0.0710104831737647,"7","YWHAH"
"EFHD23",5.66862566391609e-06,0.426156106124521,0.562,0.189,0.0777395323549452,"7","EFHD2"
"NAMPT1",5.74351760114353e-06,0.360193231825882,0.344,0.089,0.0787666003820824,"7","NAMPT"
"SEC13",5.77009085673605e-06,0.332453332883752,0.375,0.1,0.0791310260092782,"7","SEC13"
"PFKL1",5.92135540892155e-06,0.436060719905375,0.375,0.103,0.0812054680779501,"7","PFKL"
"MRPS25",5.92727368986251e-06,0.380574825351411,0.281,0.065,0.0812866313827744,"7","MRPS25"
"RNASET21",6.00789708902984e-06,0.717005511221795,0.938,0.494,0.0823923006789552,"7","RNASET2"
"THEMIS22",6.03905264743686e-06,0.346618465291996,0.406,0.113,0.082819568006949,"7","THEMIS2"
"CSF3R1",6.05225480456185e-06,0.25983543001126,0.406,0.112,0.0830006223897612,"7","CSF3R"
"PPA12",6.15035704130456e-06,0.723830255199361,0.719,0.311,0.0843459964644507,"7","PPA1"
"IFITM32",6.16398442077783e-06,0.865174399398735,0.594,0.221,0.0845328823465472,"7","IFITM3"
"RAB11FIP1",6.25945693720012e-06,0.321954460373167,0.281,0.065,0.0858421924367625,"7","RAB11FIP1"
"AMPD2",6.42545132301675e-06,0.358752367641964,0.25,0.054,0.0881186394438517,"7","AMPD2"
"OSTC",6.52863319571564e-06,0.374964038232867,0.562,0.183,0.0895336756460442,"7","OSTC"
"OXA1L1",7.15539912716839e-06,0.438591966367191,0.594,0.199,0.0981291436299873,"7","OXA1L"
"APPL1",7.35129275712367e-06,0.399690058351077,0.25,0.055,0.100815628871194,"7","APPL1"
"MRPS22",7.37653333631622e-06,0.268204144055196,0.281,0.065,0.101161778174241,"7","MRPS22"
"DNM2",7.40704968019169e-06,0.396610459245242,0.281,0.066,0.101580279314149,"7","DNM2"
"CYBA3",7.49790738602478e-06,0.611449884991592,1,0.845,0.102826301891944,"7","CYBA"
"COMMD91",7.68578479296806e-06,0.421612381408104,0.406,0.118,0.105402852650764,"7","COMMD9"
"SBNO1",8.08254121552098e-06,0.338476254747135,0.25,0.055,0.110843970229655,"7","SBNO1"
"RBM17",8.36365252204878e-06,0.380303930719995,0.5,0.155,0.114699130687377,"7","RBM17"
"CLIC14",8.39212725208784e-06,0.573227155709201,1,0.641,0.115089633135133,"7","CLIC1"
"SMIM12",8.49871258007651e-06,0.329197269013008,0.406,0.114,0.116551344323169,"7","SMIM12"
"IFNAR1",8.66441401801577e-06,0.303593314785165,0.281,0.066,0.118823773843068,"7","IFNAR1"
"FGL22",8.68288276284264e-06,0.442036353902206,0.406,0.123,0.119077054209624,"7","FGL2"
"SLC25A62",8.83644625658935e-06,0.701786386608007,1,0.831,0.121183023962866,"7","SLC25A6"
"NCKAP1L1",9.03457411973722e-06,0.296527897539342,0.375,0.104,0.123900149478076,"7","NCKAP1L"
"ATP6AP1",9.33007358027968e-06,0.477327314972139,0.312,0.081,0.127952629079956,"7","ATP6AP1"
"PAIP1",9.56597996807306e-06,0.300366598740678,0.281,0.066,0.131187849282154,"7","PAIP1"
"HDAC3",9.6777937763797e-06,0.368847781832421,0.312,0.079,0.132721263849271,"7","HDAC3"
"HMGA1",9.69724227887023e-06,0.466189568981867,0.406,0.119,0.132987980612426,"7","HMGA1"
"SNRNP27",1.00621159842576e-05,0.323334135201533,0.25,0.056,0.137991858608109,"7","SNRNP27"
"ATF3",1.01551248478682e-05,0.434286331019319,0.25,0.057,0.139267382163664,"7","ATF3"
"DCXR",1.0493095472819e-05,0.429813660960382,0.531,0.173,0.143902311314239,"7","DCXR"
"SYNGR21",1.0659443888509e-05,0.414306255265001,0.438,0.132,0.146183613487012,"7","SYNGR2"
"MPEG12",1.06622257714321e-05,0.351764803780232,0.375,0.106,0.14622176422942,"7","MPEG1"
"TMEM2191",1.08171258083002e-05,0.280523209318259,0.75,0.27,0.148346063335029,"7","TMEM219"
"MOB1A1",1.10022203457111e-05,0.479843979907182,0.562,0.192,0.150884449821082,"7","MOB1A"
"TMEM109",1.11313814666233e-05,0.478875952587369,0.406,0.121,0.152655765433272,"7","TMEM109"
"DR1",1.12636370810509e-05,0.341790598407686,0.406,0.116,0.154469518929532,"7","DR1"
"ICT1",1.12786961759893e-05,0.356681157599906,0.281,0.068,0.154676039357518,"7","ICT1"
"C19orf101",1.17006694477755e-05,0.526607886840432,0.594,0.214,0.160462980806794,"7","C19orf10"
"SNAP291",1.20548956047534e-05,0.43743412639998,0.312,0.082,0.165320838323588,"7","SNAP29"
"EIF3L",1.2098572705814e-05,0.79822589152394,0.969,0.543,0.165919826087533,"7","EIF3L"
"VPS291",1.24441060287771e-05,0.449589399326227,0.562,0.193,0.170658470078649,"7","VPS29"
"JOSD2",1.24988277109554e-05,0.338298315902306,0.344,0.092,0.171408923228043,"7","JOSD2"
"CLNS1A",1.33533621493544e-05,0.413679056541025,0.594,0.211,0.183128008516246,"7","CLNS1A"
"PDCD7",1.38591123906717e-05,0.321164132125659,0.312,0.08,0.190063867325672,"7","PDCD7"
"HAUS4",1.4465468825114e-05,0.253400990867284,0.281,0.068,0.198379439467613,"7","HAUS4"
"AURKAIP11",1.48642766977746e-05,0.585162793288099,0.719,0.283,0.203848690633281,"7","AURKAIP1"
"ELMO1",1.49254230123593e-05,0.263814219990176,0.281,0.068,0.204687251191496,"7","ELMO1"
"BAG11",1.51317776981041e-05,0.43167485706336,0.531,0.173,0.2075171993518,"7","BAG1"
"S100A112",1.54957414490985e-05,0.38147806931018,1,0.521,0.212508598232937,"7","S100A11"
"IRF71",1.59345176972465e-05,1.23347004667937,0.469,0.161,0.218525975700039,"7","IRF7"
"MCRS1",1.60116916952063e-05,0.345830701492222,0.312,0.081,0.219584339908059,"7","MCRS1"
"GNG52",1.7234115366072e-05,0.886762683370774,0.688,0.289,0.236348658130311,"7","GNG5"
"CFL12",1.79179364602053e-05,0.517507725878942,1,0.915,0.245726580615256,"7","CFL1"
"RNF1812",1.8315103549283e-05,0.290410904691224,0.625,0.213,0.251173330074867,"7","RNF181"
"GTF3C6",1.86269056737304e-05,0.332100059175619,0.469,0.145,0.255449384409538,"7","GTF3C6"
"SEC61B2",1.89041170566865e-05,0.6536070618878,0.781,0.314,0.259251061315398,"7","SEC61B"
"POLR2A",1.92599933080937e-05,0.36003649581099,0.281,0.07,0.264131548227197,"7","POLR2A"
"SAMD9L",1.93359037609854e-05,0.284110247766785,0.344,0.095,0.265172584178154,"7","SAMD9L"
"ATP5C11",1.94175810946343e-05,1.08975419755098,0.75,0.305,0.266292707131815,"7","ATP5C1"
"TM9SF2",2.04021560180965e-05,0.253828934314261,0.281,0.069,0.279795167632175,"7","TM9SF2"
"INPP5D",2.04767001025603e-05,0.409665235130203,0.312,0.083,0.280817465206512,"7","INPP5D"
"MTCH1",2.08366658747703e-05,0.47506298614078,0.438,0.139,0.285754035806601,"7","MTCH1"
"NDUFAB1",2.09840428305171e-05,0.556902980632856,0.562,0.2,0.287775163377711,"7","NDUFAB1"
"ESD",2.15250951096336e-05,0.332504474556703,0.344,0.095,0.295195154333515,"7","ESD"
"AOAH2",2.23523182675056e-05,0.390522645666747,0.406,0.123,0.306539692720572,"7","AOAH"
"GNB22",2.25893395062409e-05,0.472815293439131,0.688,0.262,0.309790201988587,"7","GNB2"
"ARHGAP27",2.4110764323297e-05,0.283236039733364,0.25,0.058,0.330655021929695,"7","ARHGAP27"
"EIF2B1",2.5280513070811e-05,0.313803582165504,0.312,0.084,0.346696956253102,"7","EIF2B1"
"PLD3",2.56025825280176e-05,0.316000964510661,0.312,0.084,0.351113816789234,"7","PLD3"
"URM1",2.68911443609368e-05,0.388073949844223,0.406,0.124,0.368785153765887,"7","URM1"
"MTHFD2",2.74018238682038e-05,0.452833998918352,0.281,0.073,0.375788612528546,"7","MTHFD2"
"SKAP2",2.89680933441283e-05,0.319425799913389,0.25,0.06,0.397268432121375,"7","SKAP2"
"GDI21",2.91959415348653e-05,1.3888416727556,0.656,0.3,0.400393142209142,"7","GDI2"
"MRPL232",2.94966505927138e-05,0.372040752167489,0.75,0.284,0.404517066228477,"7","MRPL23"
"MRPL15",3.19237397476797e-05,0.340543393536193,0.281,0.073,0.437802166899679,"7","MRPL15"
"NDUFS62",3.1961589239388e-05,0.486748197782378,0.625,0.226,0.438321234828967,"7","NDUFS6"
"MCMBP",3.25502900652971e-05,0.306826208493656,0.25,0.06,0.446394677955484,"7","MCMBP"
"CAPN21",3.29568551371313e-05,0.293431209648422,0.625,0.217,0.451970311350618,"7","CAPN2"
"SNX33",3.61991294551784e-05,0.603427851703159,0.938,0.461,0.496434861348316,"7","SNX3"
"PRCP",3.69256348966757e-05,0.340445031503634,0.281,0.073,0.506398156973011,"7","PRCP"
"SSR32",3.71202544128448e-05,0.269783477176202,0.531,0.177,0.509067169017754,"7","SSR3"
"COMMD3",3.71249418695107e-05,1.3910191237412,0.406,0.124,0.50913145279847,"7","COMMD3"
"IFI44L",3.75581683530562e-05,0.364468480921208,0.688,0.262,0.515072720793813,"7","IFI44L"
"CALM22",3.79285121633739e-05,0.621992973106738,0.906,0.536,0.520151615808509,"7","CALM2"
"PHB",3.83852760056299e-05,0.401412635475656,0.594,0.21,0.526415675141208,"7","PHB"
"VAMP81",3.84032103376034e-05,0.540842878650646,0.938,0.503,0.526661626569893,"7","VAMP8"
"LRRC252",3.94870932008878e-05,0.35413700491339,0.344,0.1,0.541525996156975,"7","LRRC25"
"PTRHD1",3.99652176389053e-05,0.381697883145883,0.406,0.127,0.548082994699947,"7","PTRHD1"
"SDHD",4.01474519371959e-05,0.516789646139237,0.531,0.191,0.550582155866704,"7","SDHD"
"RPS6KA1",4.10354841677605e-05,0.28368031047746,0.312,0.085,0.562760629876668,"7","RPS6KA1"
"ID23",4.15672221111972e-05,0.737589725786936,0.781,0.383,0.570052884032959,"7","ID2"
"UQCR102",4.21585646870866e-05,0.337019535821476,0.875,0.343,0.578162556118706,"7","UQCR10"
"FAM192A",4.43384549290467e-05,0.284137126894686,0.312,0.086,0.608057570896946,"7","FAM192A"
"NDUFS4",4.47333557436767e-05,0.520414766523845,0.406,0.13,0.613473240668783,"7","NDUFS4"
"ATP5G1",4.66375030570424e-05,0.471251862004177,0.562,0.203,0.639586716924279,"7","ATP5G1"
"GRINA1",4.68848120973448e-05,0.297883493410015,0.344,0.099,0.642978313102986,"7","GRINA"
"FLYWCH2",4.71044269099009e-05,0.353337744282025,0.281,0.074,0.645990110642381,"7","FLYWCH2"
"C1QBP",4.72740285908974e-05,0.469909109311799,0.844,0.367,0.648316028095567,"7","C1QBP"
"NDUFS81",4.79612639639038e-05,0.280895509510148,0.656,0.234,0.657740774000976,"7","NDUFS8"
"FAM49B2",4.91059323228571e-05,0.506298120178138,0.688,0.298,0.673438755875663,"7","FAM49B"
"BST23",5.31336821422852e-05,0.521463713950442,0.906,0.444,0.728675316899299,"7","BST2"
"EIF4A3",5.32939227307534e-05,0.493672983779695,0.375,0.117,0.730872856329553,"7","EIF4A3"
"PFDN2",5.35599594680664e-05,0.684146992681634,0.531,0.191,0.734521284145063,"7","PFDN2"
"SH3BGRL33",5.58224413749494e-05,0.454826053436491,1,0.857,0.765548961016056,"7","SH3BGRL3"
"TPRKB",6.03236356415879e-05,0.254996205042248,0.25,0.062,0.827278339188736,"7","TPRKB"
"TPGS1",6.15526947906607e-05,0.403472546093585,0.375,0.118,0.844133656359121,"7","TPGS1"
"TPMT",6.18881784503927e-05,0.29148133661629,0.25,0.063,0.848734479268685,"7","TPMT"
"PSMB5",6.39857222107364e-05,0.34606766116398,0.344,0.102,0.877500194398039,"7","PSMB5"
"ALKBH71",6.43620770721743e-05,0.368918123663692,0.625,0.232,0.882661524967799,"7","ALKBH7"
"NAA10",6.45313634933014e-05,0.332395148841037,0.5,0.17,0.884983118947136,"7","NAA10"
"HEXB",6.64460689638786e-05,0.377376423849327,0.344,0.104,0.911241389770632,"7","HEXB"
"PRPF40A",6.75893215426672e-05,0.291442439649191,0.406,0.127,0.926919955636138,"7","PRPF40A"
"MIR24-21",6.76188584990455e-05,0.583847126199668,0.344,0.108,0.92732502545591,"7","MIR24-2"
"SNRPE",6.83444282560947e-05,0.349518953916378,0.469,0.153,0.937275489104083,"7","SNRPE"
"TMX1",6.93793664077229e-05,0.264285336909817,0.344,0.101,0.951468630915511,"7","TMX1"
"ZNHIT12",7.10476281949827e-05,0.444400693923421,0.688,0.27,0.974347173065993,"7","ZNHIT1"
"H2AFJ",7.19181560356024e-05,0.398534747960806,0.438,0.149,0.986285591872251,"7","H2AFJ"
"AKR7A2",7.22591639041209e-05,0.328984992857829,0.406,0.13,0.990962173781114,"7","AKR7A2"
"SFT2D11",7.25662819009752e-05,0.307233389664389,0.438,0.144,0.995173989989974,"7","SFT2D1"
"TMEM14C",7.2847621976882e-05,0.390226831959819,0.438,0.15,0.99903228779096,"7","TMEM14C"
"ADPGK",7.32376234669182e-05,0.357104338070334,0.344,0.103,1,"7","ADPGK"
"COX5B2",7.67489598497894e-05,0.424394444811654,0.938,0.498,1,"7","COX5B"
"MX1",7.72391581757424e-05,0.46108148207388,0.562,0.214,1,"7","MX1"
"CYTH41",7.82783962341811e-05,0.264872633027238,0.406,0.128,1,"7","CYTH4"
"COPE3",7.92996457583475e-05,0.546180425300905,0.906,0.432,1,"7","COPE"
"LGALS32",7.95871150856007e-05,0.26356182378602,0.625,0.242,1,"7","LGALS3"
"C7orf501",7.96583381466929e-05,0.287846446599498,0.469,0.158,1,"7","C7orf50"
"PFN14",7.9671771062875e-05,0.36001095791347,1,0.945,1,"7","PFN1"
"RHOG2",8.03768869941353e-05,0.536502069803719,0.781,0.386,1,"7","RHOG"
"UBE2A1",8.04175596679465e-05,0.45299656250763,0.375,0.12,1,"7","UBE2A"
"GSTO12",8.06654017437806e-05,0.318871951053643,0.719,0.287,1,"7","GSTO1"
"CHCHD5",8.09834885262246e-05,0.275452899403668,0.438,0.144,1,"7","CHCHD5"
"ARRDC11",8.10273122971659e-05,0.275331708072325,0.344,0.102,1,"7","ARRDC1"
"ARPC32",8.36380394241182e-05,0.72807062951464,0.969,0.815,1,"7","ARPC3"
"C19orf701",8.4112128449994e-05,0.366697821046526,0.594,0.219,1,"7","C19orf70"
"NRD1",8.58319109639552e-05,0.252670018883756,0.281,0.076,1,"7","NRD1"
"RNPEP1",8.59250213153266e-05,0.305498334199885,0.312,0.09,1,"7","RNPEP"
"GTF2A2",8.87729492307394e-05,0.256757740318565,0.5,0.17,1,"7","GTF2A2"
"LARP7",9.1565895161126e-05,0.343781706169866,0.312,0.091,1,"7","LARP7"
"MRPL14",9.28731213272487e-05,1.29210561394353,0.438,0.152,1,"7","MRPL14"
"NDUFS3",9.32425626661071e-05,0.325103078895624,0.469,0.162,1,"7","NDUFS3"
"ATP5G32",9.69822241444019e-05,0.530829743366084,0.906,0.426,1,"7","ATP5G3"
"ATIC",9.76137636735043e-05,0.310644113385605,0.312,0.089,1,"7","ATIC"
"PPIA2",9.81770584701923e-05,0.464104789350569,0.969,0.74,1,"7","PPIA"
"CHMP4B2",0.000109438017622484,0.339494790929501,0.5,0.173,1,"7","CHMP4B"
"DECR12",0.000112739370980575,0.39745323709727,0.5,0.183,1,"7","DECR1"
"PABPC11",0.000119592168603094,0.468582001126632,1,0.859,1,"7","PABPC1"
"KIAA1143",0.000127891045478528,0.334121155072914,0.25,0.066,1,"7","KIAA1143"
"ZFP362",0.000129835227756077,0.416946417184405,1,0.702,1,"7","ZFP36"
"PABPN1",0.000130607835040704,0.390170161399157,0.281,0.08,1,"7","PABPN1"
"SCNM1",0.000139186336484096,0.293969561597341,0.375,0.12,1,"7","SCNM1"
"CD41",0.000149166182536627,0.53324253816141,0.344,0.114,1,"7","CD4"
"SSRP1",0.000149626653867218,0.322437471184371,0.281,0.081,1,"7","SSRP1"
"VASP2",0.000150223211774574,0.320651735593761,0.688,0.27,1,"7","VASP"
"HSD17B10",0.000154750563699752,0.299961498612251,0.531,0.193,1,"7","HSD17B10"
"MSN3",0.000157080998321899,0.388844524577075,0.688,0.281,1,"7","MSN"
"MLF2",0.000163216596432975,0.380452456731263,0.406,0.138,1,"7","MLF2"
"SERPINB62",0.000171470649577813,0.423408367361997,0.5,0.19,1,"7","SERPINB6"
"SSB",0.000176799737633717,0.346480984225294,0.594,0.229,1,"7","SSB"
"YBX12",0.000181838534808587,0.520453392509477,1,0.815,1,"7","YBX1"
"CTA-29F11.1",0.000187849482511525,0.303271598089246,0.25,0.068,1,"7","CTA-29F11.1"
"XAF11",0.000192032608069496,0.434304971380397,0.562,0.207,1,"7","XAF1"
"FMNL11",0.000193104942301972,0.319218247659793,0.562,0.218,1,"7","FMNL1"
"IMPDH11",0.000201095715257289,0.360128755406378,0.281,0.083,1,"7","IMPDH1"
"SEP151",0.00020522072678086,0.824824556121094,0.719,0.292,1,"7","SEP15"
"ADI1",0.000208217031782676,0.315571600563393,0.438,0.155,1,"7","ADI1"
"TLN1",0.000208685222923125,0.311406199271297,0.375,0.124,1,"7","TLN1"
"MYADM1",0.000211970320710298,0.285106149359311,0.5,0.186,1,"7","MYADM"
"STAT6",0.000228248774573908,0.281881262059455,0.312,0.096,1,"7","STAT6"
"H3F3A2",0.000238691533431835,0.367926637810841,0.844,0.38,1,"7","H3F3A"
"C1orf432",0.000239422002033723,0.419229952600809,0.562,0.223,1,"7","C1orf43"
"CD300A2",0.000245037425591573,0.25460543572036,0.375,0.124,1,"7","CD300A"
"GNAS2",0.000254427997235821,0.470786476493349,0.688,0.295,1,"7","GNAS"
"RPL391",0.000259798553206592,0.460918998122592,0.625,0.271,1,"7","RPL39"
"RGS192",0.00026237496992321,0.344222671474479,0.656,0.266,1,"7","RGS19"
"CYCS1",0.000266168284660192,0.396406337429885,0.719,0.314,1,"7","CYCS"
"NOTCH2NL",0.000272503122027435,0.424286256806095,0.312,0.101,1,"7","NOTCH2NL"
"COX8A2",0.000280135125354821,0.609956854644017,0.812,0.382,1,"7","COX8A"
"TCF252",0.000288729202428199,0.273927986190297,0.656,0.25,1,"7","TCF25"
"RGS101",0.000289235855940791,0.569270298748307,0.812,0.412,1,"7","RGS10"
"PDIA61",0.000297364075188585,0.326681064995593,0.594,0.236,1,"7","PDIA6"
