"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PTPRCAP1",1.44292316766562e-43,1.07694477928549,0.914,0.61,1.97882483213664e-39,"4","PTPRCAP"
"CCL4",8.22175065351684e-42,1.09268351818297,0.355,0.085,1.1275308846233e-37,"4","CCL4"
"NCR3",2.57011892357801e-38,1.49154369111433,0.301,0.07,3.52466109179488e-34,"4","NCR3"
"HCST",8.66881663572693e-38,1.06603885539108,0.781,0.512,1.18884151342359e-33,"4","HCST"
"SAMD3",1.89982466035212e-36,1.04678650131819,0.337,0.091,2.6054195392069e-32,"4","SAMD3"
"HLA-B",1.94924969820484e-35,0.60093811159858,0.993,0.943,2.67320103611812e-31,"4","HLA-B"
"CD8B",1.97226155206423e-34,1.30228266896139,0.355,0.1,2.70475949250088e-30,"4","CD8B"
"APOBEC3G",7.992617308543e-34,1.48112140455764,0.47,0.187,1.09610753769359e-29,"4","APOBEC3G"
"FGFBP2",1.49652008161621e-31,0.978701587529019,0.319,0.085,2.05232763992847e-27,"4","FGFBP2"
"LCK2",1.63390258177052e-28,0.83688028082672,0.638,0.329,2.24073400064008e-24,"4","LCK"
"C12orf75",9.93022751971393e-28,0.99152865202266,0.344,0.113,1.36183140205357e-23,"4","C12orf75"
"MALAT11",1.66598118603968e-27,0.445257711581869,1,1,2.28472659853482e-23,"4","MALAT1"
"CD99",5.28663420100823e-26,0.793289976845111,0.738,0.479,7.25009014326269e-22,"4","CD99"
"GZMB",5.57708688071712e-26,0.337652161169985,0.323,0.097,7.64841694821545e-22,"4","GZMB"
"CHST12",3.66578355217786e-22,0.823436919376749,0.287,0.097,5.02725556345672e-18,"4","CHST12"
"MYL12A1",5.33565809805419e-22,0.450299782840588,0.964,0.864,7.31732151567151e-18,"4","MYL12A"
"CD3E2",5.97751354585889e-22,0.760576279803008,0.742,0.455,8.19756207679088e-18,"4","CD3E"
"DUSP21",6.51771828708457e-22,1.06928502886041,0.462,0.235,8.93839885890777e-18,"4","DUSP2"
"CD21",8.18589272337605e-20,0.871071286253528,0.513,0.295,1.12261332808379e-15,"4","CD2"
"RARRES31",1.00465137922048e-18,0.75973293519108,0.67,0.448,1.37777890146296e-14,"4","RARRES3"
"HLA-E",4.08395749267322e-18,0.527767682604598,0.95,0.88,5.60073930545206e-14,"4","HLA-E"
"APMAP",1.52535357132382e-17,0.744314785714699,0.276,0.105,2.09186988771348e-13,"4","APMAP"
"CD247",7.97660900927192e-17,0.545471554670325,0.466,0.245,1.09391215953155e-12,"4","CD247"
"TPST2",9.6630842586155e-17,0.911598407971837,0.301,0.125,1.32519537522653e-12,"4","TPST2"
"GNLY",2.5209516539752e-16,1.25194639271995,0.344,0.161,3.45723309826159e-12,"4","GNLY"
"ID21",1.31384304838262e-14,0.761925857396278,0.563,0.367,1.80180435655192e-10,"4","ID2"
"ZAP70",1.73904864157335e-14,0.879545111918723,0.287,0.127,2.3849313070537e-10,"4","ZAP70"
"CTSC",3.18050606566378e-14,0.716186678190687,0.434,0.248,4.36174601845131e-10,"4","CTSC"
"MYL12B1",2.33170157041342e-13,0.553347402647462,0.799,0.69,3.19769553366496e-09,"4","MYL12B"
"LITAF",2.35607775862079e-13,1.01002897713633,0.466,0.294,3.23112503817255e-09,"4","LITAF"
"PFN11",2.86228908003376e-13,0.457983187648106,0.978,0.942,3.9253432443583e-09,"4","PFN1"
"UBC",6.1083792119667e-13,0.374884139075027,0.918,0.846,8.37703125129113e-09,"4","UBC"
"SLC9A3R1",8.79244855352369e-13,0.647246559651248,0.301,0.148,1.20579639463024e-08,"4","SLC9A3R1"
"DDX52",1.47588237632559e-12,0.402984042833995,0.914,0.802,2.02402509089292e-08,"4","DDX5"
"ARPC5L",4.68185235025215e-12,0.666065399860276,0.323,0.17,6.4206923131358e-08,"4","ARPC5L"
"FYN",5.16516385101687e-12,0.671273451084677,0.297,0.15,7.08350570528454e-08,"4","FYN"
"YWHAQ1",7.44825384927503e-12,0.716364731378558,0.427,0.273,1.02145353288958e-07,"4","YWHAQ"
"IL2RG1",1.39522161875945e-11,0.636594847584148,0.581,0.424,1.91340692796671e-07,"4","IL2RG"
"MT-CYB",1.05890091557367e-10,0.41083343034864,0.939,0.93,1.45217671561773e-06,"4","MT-CYB"
"SEPT7",1.20511262032293e-10,0.562005145618117,0.477,0.323,1.65269144751086e-06,"4","SEPT7"
"ANXA11",1.28326207016693e-10,0.631457644433045,0.717,0.579,1.75986560302693e-06,"4","ANXA1"
"RAP1B",1.87699386037872e-10,0.47343873553525,0.495,0.348,2.57410938012337e-06,"4","RAP1B"
"CALM11",2.32838557761012e-10,0.559076860833722,0.774,0.666,3.19314798113452e-06,"4","CALM1"
"MYO1F1",3.16846655901516e-10,0.627131564980355,0.366,0.222,4.34523503903339e-06,"4","MYO1F"
"GIMAP72",5.39756546954243e-10,0.291204344646421,0.681,0.524,7.40222128493049e-06,"4","GIMAP7"
"CD531",5.68214105591431e-10,0.460972575080724,0.652,0.535,7.79248824408088e-06,"4","CD53"
"HSP90AA11",7.27324458257569e-10,0.428018027733136,0.645,0.524,9.9745276205443e-06,"4","HSP90AA1"
"HLA-F",7.68812110089291e-10,0.648797728245156,0.452,0.318,1.05434892777645e-05,"4","HLA-F"
"BIN2",7.79934424299748e-10,0.601546218378585,0.491,0.355,1.06960206948467e-05,"4","BIN2"
"C9orf142",2.5201076643261e-09,1.08722535719478,0.362,0.228,3.45607565085681e-05,"4","C9orf142"
"PIM11",6.34572946293598e-09,0.596495300423288,0.297,0.172,8.70253338547041e-05,"4","PIM1"
"HSPA5",7.11028474443549e-09,0.687107613274382,0.312,0.187,9.75104449851883e-05,"4","HSPA5"
"SUN2",7.75879969943403e-09,0.621556329502073,0.373,0.237,0.000106404179078038,"4","SUN2"
"DHRS7",8.32997145015306e-09,0.564119443016054,0.434,0.306,0.000114237228467399,"4","DHRS7"
"IFITM11",8.99780383179415e-09,0.486468264682537,0.606,0.462,0.000123395881749225,"4","IFITM1"
"PLEK",9.00186664763657e-09,0.653569227945588,0.28,0.157,0.000123451599205688,"4","PLEK"
"PPP1R18",9.78535482291109e-09,0.558677591241679,0.398,0.271,0.000134196356041403,"4","PPP1R18"
"ANXA6",1.36347222604708e-08,0.603958459315567,0.412,0.282,0.000186986581080096,"4","ANXA6"
"ARL4C",1.42764110022825e-08,0.555489040344329,0.315,0.184,0.000195786700485302,"4","ARL4C"
"LAT3",2.33474441584549e-08,0.557242104941268,0.337,0.206,0.000320186849189051,"4","LAT"
"PTPRC",2.85407545555482e-08,0.414198822747645,0.563,0.443,0.000391407907974789,"4","PTPRC"
"MT-ND2",3.64252799645226e-08,0.421937394829002,0.935,0.889,0.000499536289433463,"4","MT-ND2"
"SRGN1",5.13470870288933e-08,0.282967887196529,0.749,0.581,0.000704173951514243,"4","SRGN"
"CD3G2",7.61798445607154e-08,0.662118664290745,0.323,0.207,0.00104473038830565,"4","CD3G"
"STK17A2",8.04495134825923e-08,0.412065804774927,0.444,0.304,0.00110328462790027,"4","STK17A"
"PPP2R5C1",1.11996360257346e-07,0.499475578480578,0.355,0.23,0.00153591808456924,"4","PPP2R5C"
"TMBIM6",1.55669571978255e-07,0.318621964574083,0.602,0.507,0.0021348525101098,"4","TMBIM6"
"TUBA4A1",1.66702400590564e-07,0.47105045472739,0.355,0.239,0.00228615672169899,"4","TUBA4A"
"UBB",1.71880532660924e-07,0.458078894417874,0.821,0.778,0.00235716962491191,"4","UBB"
"PDIA31",1.93185927742604e-07,0.713889787570138,0.441,0.326,0.00264935181306208,"4","PDIA3"
"XBP1",3.19292412152679e-07,0.480575254481994,0.394,0.273,0.00437877614026184,"4","XBP1"
"HSP90B1",3.59360142052761e-07,0.439806813889353,0.348,0.235,0.00492826498811156,"4","HSP90B1"
"TMED4",4.76152591874587e-07,0.572160195292019,0.254,0.152,0.00652995664496809,"4","TMED4"
"HNRNPK1",1.24154955443747e-06,0.41193258318674,0.577,0.488,0.0170266105895555,"4","HNRNPK"
"CCND3",1.47532907745329e-06,0.478654737465159,0.509,0.402,0.0202326629681944,"4","CCND3"
"PSMB9",1.55999841559916e-06,0.328771858358233,0.659,0.577,0.0213938182715269,"4","PSMB9"
"ITGB21",1.85901360317715e-06,0.335957003069271,0.581,0.458,0.0254945125539714,"4","ITGB2"
"PPIB",2.43550599914909e-06,0.567908995418608,0.556,0.467,0.0334005292723307,"4","PPIB"
"TERF2IP",2.69957581414288e-06,0.348121003210341,0.326,0.218,0.0370219827151554,"4","TERF2IP"
"HSPA82",5.64439147442004e-06,0.344106884032978,0.735,0.668,0.0774071846801965,"4","HSPA8"
"CLIC11",6.47835505873412e-06,0.287847857147654,0.746,0.633,0.0888441612754797,"4","CLIC1"
"PPIA",6.61175016314772e-06,0.376572561131579,0.796,0.736,0.0906735417374078,"4","PPIA"
"CXCR42",6.75366054162421e-06,0.28647091875239,0.692,0.59,0.0926197006678344,"4","CXCR4"
"GUK1",7.05085546363511e-06,0.477448722084962,0.559,0.472,0.0966954318282919,"4","GUK1"
"CD71",7.73669335780163e-06,0.308940378896164,0.477,0.355,0.106101012708892,"4","CD7"
"RPA2",1.08434037586019e-05,0.426426913831927,0.265,0.172,0.148706439145466,"4","RPA2"
"RASSF5",1.50878924287388e-05,0.423951221759013,0.265,0.173,0.206915356767724,"4","RASSF5"
"ACTG11",1.58734248329059e-05,0.361396791198239,0.892,0.861,0.217688148158472,"4","ACTG1"
"SNRPB",2.10973205123525e-05,0.557805530038318,0.423,0.338,0.289328653506402,"4","SNRPB"
"ARL6IP51",3.69385272784727e-05,0.409646601417955,0.52,0.448,0.506574963096974,"4","ARL6IP5"
"BUB3",3.69783406623378e-05,0.369000021783001,0.294,0.204,0.5071209638433,"4","BUB3"
"LCP1",3.71492965409421e-05,0.348939026073412,0.466,0.378,0.50946545276248,"4","LCP1"
"ANXA2R",3.71648270160099e-05,0.435440332751811,0.254,0.169,0.50967843769756,"4","ANXA2R"
"SRSF7",5.2253091069199e-05,0.345558140620885,0.552,0.478,0.716598890922996,"4","SRSF7"
"CKLF1",5.30833158529535e-05,0.414606428041092,0.294,0.207,0.727984593607404,"4","CKLF"
"IL7R2",6.09634716375363e-05,0.505156894874973,0.473,0.394,0.836053050037172,"4","IL7R"
"TAP11",6.9577154283247e-05,0.43893721817563,0.308,0.224,0.95418109384045,"4","TAP1"
"KMT2E",9.5190732045063e-05,0.380919915497581,0.319,0.234,1,"4","KMT2E"
"HNRNPA3",0.000114527556930499,0.403150441332575,0.38,0.304,1,"4","HNRNPA3"
"CDC37",0.00014278806384118,0.808196602239543,0.297,0.218,1,"4","CDC37"
"SPOCK22",0.000156449790993359,0.44704707231746,0.283,0.201,1,"4","SPOCK2"
"TMEM50A",0.000161603722610536,0.996377471368288,0.333,0.259,1,"4","TMEM50A"
"CIRBP1",0.00021621986943484,0.346908283722798,0.763,0.701,1,"4","CIRBP"
"SPCS21",0.000278155183595912,0.415626452051265,0.38,0.296,1,"4","SPCS2"
"CAPN2",0.000278356678680894,0.56028759659807,0.287,0.214,1,"4","CAPN2"
"OCIAD22",0.00027998175169619,0.287204885568421,0.301,0.218,1,"4","OCIAD2"
"BTN3A2",0.000289763773726363,0.356529509638942,0.287,0.208,1,"4","BTN3A2"
"ZFP36L22",0.000291964106157032,0.373418340510085,0.699,0.647,1,"4","ZFP36L2"
"MEAF6",0.00030692825655441,0.325123704278409,0.341,0.269,1,"4","MEAF6"
"GIMAP52",0.000335426419137305,0.695082382481002,0.362,0.277,1,"4","GIMAP5"
"SDHC",0.000351198612669158,0.339181772188809,0.283,0.208,1,"4","SDHC"
"C9orf16",0.000408619996047686,0.501465135455762,0.423,0.357,1,"4","C9orf16"
"WIPF1",0.000418964957009327,0.377466686102651,0.276,0.2,1,"4","WIPF1"
"ACTR3",0.000503082404763607,0.384203619727281,0.484,0.407,1,"4","ACTR3"
"CMPK11",0.000508913298774796,0.578454428061765,0.441,0.37,1,"4","CMPK1"
"HMGB11",0.000532111316595396,0.257321696688385,0.685,0.627,1,"4","HMGB1"
"VAMP2",0.000534923177750178,0.392328106885114,0.505,0.45,1,"4","VAMP2"
"MED10",0.000541883130375794,0.322499644605643,0.294,0.224,1,"4","MED10"
"CAP1",0.000565070993036862,0.472857733494537,0.473,0.407,1,"4","CAP1"
"CFLAR",0.00056521315603181,0.391796494474179,0.262,0.19,1,"4","CFLAR"
"BIN11",0.000577909661710935,0.315129309596103,0.319,0.242,1,"4","BIN1"
"SEC61B",0.000583073222047404,0.511006584036755,0.387,0.311,1,"4","SEC61B"
"GADD45B",0.000626802355305583,0.2887818308071,0.301,0.229,1,"4","GADD45B"
"KRTCAP2",0.000633609672309296,0.318145867879129,0.373,0.298,1,"4","KRTCAP2"
"XRCC5",0.000817578813330409,0.30779631399737,0.301,0.235,1,"4","XRCC5"
"TMEM59",0.00086478367436119,0.301896489342611,0.455,0.392,1,"4","TMEM59"
"HNRNPR",0.00089349040179239,0.390220109089315,0.269,0.199,1,"4","HNRNPR"
"COPS6",0.000985334511380537,0.37032288988962,0.251,0.186,1,"4","COPS6"
"CITED21",0.0010404588109371,0.547060873286693,0.29,0.222,1,"4","CITED2"
"PSMB8",0.00127434893730958,0.296394699316726,0.538,0.451,1,"4","PSMB8"
"DSTN1",0.00128014252662453,0.307950644395837,0.258,0.192,1,"4","DSTN"
"TMED9",0.00146843306868369,0.421572605136229,0.312,0.246,1,"4","TMED9"
"IL10RA1",0.00166193565886165,0.40118269501066,0.269,0.205,1,"4","IL10RA"
"C11orf58",0.001686661365145,0.303203346170167,0.43,0.384,1,"4","C11orf58"
"NDUFB8.1",0.0017393050224063,0.251394172870812,0.441,0.396,1,"4","NDUFB8.1"
"P4HB",0.00184538998598053,0.342258214171627,0.297,0.231,1,"4","P4HB"
"OCIAD1",0.00209966030780624,0.260753556686357,0.251,0.189,1,"4","OCIAD1"
"KLF62",0.00272476274929432,0.405034956315117,0.692,0.645,1,"4","KLF6"
"SELT",0.00344620360191856,0.345143198988573,0.348,0.295,1,"4","SELT"
"IER21",0.00362923287911406,0.436193972853161,0.656,0.634,1,"4","IER2"
"SON1",0.0039347751897305,0.306996588541417,0.366,0.309,1,"4","SON"
"CDKN2D",0.00396602995770053,0.32627145940434,0.276,0.215,1,"4","CDKN2D"
"S1PR4",0.00403518633594519,0.499217730090386,0.315,0.257,1,"4","S1PR4"
"CALR",0.00412451256041486,0.305420623393033,0.337,0.273,1,"4","CALR"
"ACAP12",0.00437859948792942,0.460377233151145,0.355,0.297,1,"4","ACAP1"
"ILF2",0.00557366996966381,0.304899546407435,0.251,0.197,1,"4","ILF2"
"IMP3",0.00711932343471409,0.301309029921476,0.262,0.209,1,"4","IMP3"
"HNRNPA2B11",0.00717610784777642,0.390031651419702,0.642,0.636,1,"4","HNRNPA2B1"
"ANXA7",0.00767225459457084,0.271308850807916,0.272,0.217,1,"4","ANXA7"
"TXNIP1",0.00814652010494801,0.436584042870615,0.778,0.757,1,"4","TXNIP"
"MT-ATP6",0.00982314373386005,0.280354047736957,0.742,0.743,1,"4","MT-ATP6"
"TUBB",0.00993477657224358,0.462557599143862,0.362,0.312,1,"4","TUBB"
"CDKN1C",1.68906387587161e-212,1.61628808915608,0.506,0.01,2.31638219937032e-208,"5","CDKN1C"
"HES4",1.51641217514213e-207,1.76663252741726,0.586,0.02,2.07960765698992e-203,"5","HES4"
"RP11-290F20.31",8.42937573617358e-200,2.3782782229053,0.84,0.068,1.15600458845884e-195,"5","RP11-290F20.3"
"MS4A71",1.71032103767149e-186,2.71071579171054,0.809,0.073,2.34553427106268e-182,"5","MS4A7"
"FCGR3A",3.51119239356996e-184,3.31169655037583,0.975,0.134,4.81524924854185e-180,"5","FCGR3A"
"CKB",8.23060607045982e-168,1.35162260827191,0.37,0.005,1.12874531650286e-163,"5","CKB"
"LILRA3",8.8924006069965e-147,1.74852809995922,0.537,0.031,1.2195038192435e-142,"5","LILRA3"
"IFITM31",1.16253567988205e-142,2.67096102747025,0.975,0.177,1.59430143139024e-138,"5","IFITM3"
"MS4A4A",6.4599724098365e-140,1.28715713354188,0.383,0.011,8.85920616284977e-136,"5","MS4A4A"
"PILRA1",1.99041641759024e-132,1.88818211787248,0.716,0.079,2.72965707508326e-128,"5","PILRA"
"LRRC251",5.06971032509548e-129,1.83932906680144,0.66,0.067,6.95260073983594e-125,"5","LRRC25"
"LILRB1",2.72403638635086e-128,1.36274933904497,0.506,0.032,3.73574350024157e-124,"5","LILRB1"
"RHOC",6.14568952135269e-128,2.29491529434949,0.864,0.144,8.42819860958307e-124,"5","RHOC"
"SIGLEC10",1.45327044272619e-126,1.44746630856621,0.488,0.03,1.9930150851547e-122,"5","SIGLEC10"
"HMOX1",3.17009262700028e-126,1.69648847439326,0.531,0.039,4.34746502866818e-122,"5","HMOX1"
"LST11",2.02567213765565e-125,3.08565413543333,1,0.315,2.77800676958095e-121,"5","LST1"
"CTSL",1.32331036004853e-123,1.33707933981768,0.469,0.028,1.81478782777055e-119,"5","CTSL"
"HCK1",2.77942449150643e-123,1.97192590101184,0.778,0.109,3.81170274765192e-119,"5","HCK"
"CSF1R",5.78189413653663e-123,1.5093634799933,0.537,0.041,7.92928961884634e-119,"5","CSF1R"
"SERPINA11",7.93041046306381e-122,2.29294151362286,0.951,0.201,1.08757649090457e-117,"5","SERPINA1"
"FCER1G1",6.4207630917951e-120,2.74331585941211,1,0.316,8.8054345040878e-116,"5","FCER1G"
"CD681",2.33192657124895e-116,1.95412551288809,0.926,0.176,3.19800409981081e-112,"5","CD68"
"AIF11",1.36592772243918e-115,2.70225770989978,1,0.334,1.87323327855309e-111,"5","AIF1"
"CFD1",1.19068963781253e-111,2.07246946073178,0.938,0.184,1.6329117692961e-107,"5","CFD"
"IFI301",2.05568794196065e-111,2.0001054182981,0.796,0.124,2.81917044360483e-107,"5","IFI30"
"SPI11",3.13822301360031e-109,2.03818257459976,0.87,0.171,4.30375904085147e-105,"5","SPI1"
"LILRB2",2.24573835586891e-104,1.5430111966862,0.599,0.067,3.07980558123862e-100,"5","LILRB2"
"BATF3",6.73641024982599e-104,1.01630979742791,0.296,0.01,9.23831301661136e-100,"5","BATF3"
"LILRA51",3.72446750124021e-103,1.64968657503494,0.66,0.084,5.10773473120082e-99,"5","LILRA5"
"STXBP21",4.78921942681482e-94,1.98471057450675,0.883,0.203,6.56793552193385e-90,"5","STXBP2"
"WARS1",1.2214177387409e-92,1.67646118848622,0.673,0.101,1.67505228690927e-88,"5","WARS"
"CXCL16",1.65514632041035e-92,1.20281649507947,0.395,0.029,2.26986766381076e-88,"5","CXCL16"
"TPPP3",1.38635890541102e-91,1.13732470790278,0.364,0.023,1.90125260288068e-87,"5","TPPP3"
"C5AR11",5.67421609221289e-90,1.30736151119153,0.568,0.068,7.78161994886076e-86,"5","C5AR1"
"COTL11",8.86622421416861e-90,2.28284457942217,1,0.605,1.21591398873108e-85,"5","COTL1"
"CEBPB1",6.19670951296711e-89,2.1861451398933,0.926,0.285,8.4981674260831e-85,"5","CEBPB"
"MAFB1",1.45641326047382e-87,1.12720530359953,0.562,0.068,1.99732514541379e-83,"5","MAFB"
"TESC",1.77364531005468e-87,1.34493407727865,0.494,0.053,2.43237717820899e-83,"5","TESC"
"SLC31A2",4.82076013102306e-87,1.50107917150198,0.525,0.06,6.61119044368503e-83,"5","SLC31A2"
"TIMP11",8.64364892206254e-86,2.31035788052108,0.914,0.291,1.18539001317166e-81,"5","TIMP1"
"IFITM2",2.61951795006204e-82,2.11574848011707,1,0.69,3.59240691671508e-78,"5","IFITM2"
"BID1",2.74132302434016e-81,1.67397220876278,0.778,0.169,3.7594503955801e-77,"5","BID"
"ABI3",3.4846943220402e-81,1.83056015003141,0.735,0.141,4.77890979324594e-77,"5","ABI3"
"C19orf381",1.21206461647392e-80,1.26896547408181,0.556,0.075,1.66222541503233e-76,"5","C19orf38"
"SAT11",1.49649681467243e-80,2.14933168906139,0.994,0.565,2.05229573164177e-76,"5","SAT1"
"BRI31",3.45452555139267e-80,1.55772125558838,0.796,0.166,4.73753634117991e-76,"5","BRI3"
"FTH11",6.42397299515509e-80,2.11801575314586,1,0.989,8.80983656555569e-76,"5","FTH1"
"CAMK1",8.43032233670409e-80,1.19584557819617,0.407,0.038,1.1561344052556e-75,"5","CAMK1"
"PSAP1",3.84975590715914e-79,1.88689303818146,0.994,0.478,5.27955525107805e-75,"5","PSAP"
"CTD-2006K23.1",5.3244427220037e-79,1.07702289037109,0.284,0.015,7.30194074895587e-75,"5","CTD-2006K23.1"
"CTSS1",5.95365797639506e-78,2.03331465184422,1,0.492,8.16484654882819e-74,"5","CTSS"
"LYN",1.74955781036902e-77,1.44759438817905,0.679,0.122,2.39934358114007e-73,"5","LYN"
"S100A111",1.03582406899775e-76,1.91104302133782,0.988,0.496,1.42052912822351e-72,"5","S100A11"
"CFP1",5.93286381852755e-75,1.52093199792096,0.79,0.17,8.13632944072869e-71,"5","CFP"
"CST31",2.38790655853777e-74,1.8764843118648,1,0.359,3.2747750543787e-70,"5","CST3"
"TYMP1",2.20377660299711e-73,1.55777801351452,0.969,0.308,3.02225923335023e-69,"5","TYMP"
"TCF7L2",2.33943834122054e-72,0.821895718781945,0.278,0.017,3.20830574114985e-68,"5","TCF7L2"
"FTL1",3.68238826226667e-71,2.040724818332,1,0.989,5.05002726287252e-67,"5","FTL"
"PTP4A3",2.35161311826465e-69,0.909457810554487,0.333,0.028,3.22500223038814e-65,"5","PTP4A3"
"TYROBP1",2.95982792186958e-69,1.72611317454187,1,0.358,4.05910801205194e-65,"5","TYROBP"
"FAM110A",7.26217061227847e-69,1.3837811131043,0.438,0.054,9.9593407776787e-65,"5","FAM110A"
"FGL21",1.75401977930463e-68,1.09372680096966,0.58,0.097,2.40546272533837e-64,"5","FGL2"
"APOBEC3A1",2.16095329110557e-68,1.53954272541892,0.574,0.096,2.96353134342218e-64,"5","APOBEC3A"
"FGR1",6.77630653532571e-68,1.49456749996593,0.778,0.179,9.29302678254568e-64,"5","FGR"
"NPC21",1.74713211854109e-67,1.53933036312058,0.963,0.382,2.39601698736726e-63,"5","NPC2"
"FAM26F2",2.88483639657819e-66,1.50999300848398,0.778,0.193,3.95626463426733e-62,"5","FAM26F"
"OAZ11",3.38326112770174e-66,1.3565400308743,1,0.906,4.63980431053016e-62,"5","OAZ1"
"CD300LF",1.50744570111464e-63,0.926029522187258,0.37,0.04,2.06731103450861e-59,"5","CD300LF"
"SLC7A71",1.99079256297254e-63,1.22064905493083,0.593,0.107,2.73017292086054e-59,"5","SLC7A7"
"CPPED11",9.43783814847499e-63,1.30645055017288,0.5,0.078,1.29430512368186e-58,"5","CPPED1"
"UNC119",2.47385627011793e-62,0.996514309248729,0.5,0.076,3.39264648883974e-58,"5","UNC119"
"S100A41",2.0732946386535e-61,1.48597876931225,1,0.8,2.84331626744941e-57,"5","S100A4"
"NINJ11",4.90770619926122e-61,1.32896064043986,0.617,0.125,6.73042828166684e-57,"5","NINJ1"
"CDA1",1.26276216477068e-60,1.06895238485947,0.611,0.116,1.73175203276651e-56,"5","CDA"
"FCGR2A1",4.23027680000043e-60,0.91080379547308,0.444,0.062,5.8014016035206e-56,"5","FCGR2A"
"HSBP11",5.46363270115276e-60,1.3294819374774,0.623,0.132,7.49282588636089e-56,"5","HSBP1"
"AP2A1",6.68729158609522e-60,0.882688301186162,0.395,0.048,9.17095168117099e-56,"5","AP2A1"
"PLAUR1",1.08121080289329e-59,1.05335580481589,0.543,0.093,1.48277249508786e-55,"5","PLAUR"
"LGALS11",1.47970313388342e-59,1.52189512277638,0.994,0.443,2.02926487780772e-55,"5","LGALS1"
"TNFRSF1B1",2.60803374307094e-59,0.991889693296318,0.599,0.113,3.57665747524749e-55,"5","TNFRSF1B"
"CUX1",5.15730230993839e-59,1.0117888439153,0.377,0.045,7.07272438784951e-55,"5","CUX1"
"EMR2",2.68282272250155e-58,0.865285766684825,0.278,0.023,3.67922308163863e-54,"5","EMR2"
"FAM49A",1.58924348197383e-57,0.806669357676317,0.321,0.033,2.1794885111789e-53,"5","FAM49A"
"ACTB1",6.29975725627421e-57,1.01041711133958,0.994,0.993,8.63948710125445e-53,"5","ACTB"
"ARPC31",1.57815295175384e-55,1.18858042030134,1,0.805,2.16427895803521e-51,"5","ARPC3"
"GPBAR1",4.45914026029195e-55,1.06079783545861,0.364,0.046,6.11526495296438e-51,"5","GPBAR1"
"LYST",7.88839901372533e-55,1.0718139308617,0.531,0.098,1.08181504074229e-50,"5","LYST"
"MAPKAPK3",2.44748823598411e-54,1.07494479411993,0.519,0.093,3.35648536682861e-50,"5","MAPKAPK3"
"SLC11A11",4.80767546192794e-54,1.00513356600305,0.438,0.067,6.59324612848798e-50,"5","SLC11A1"
"ADA",1.55363590236232e-53,1.14088750974203,0.494,0.088,2.13065627649969e-49,"5","ADA"
"NAAA1",9.40149210520071e-53,1.17909229431255,0.648,0.15,1.28932062730723e-48,"5","NAAA"
"TMSB4X1",2.86778959082866e-52,0.661717410922293,1,1,3.93288664486243e-48,"5","TMSB4X"
"CASP11",3.69004148655877e-52,1.38807479776353,0.772,0.239,5.0605228946667e-48,"5","CASP1"
"PYCARD1",3.4929062016154e-51,1.522025680807,0.901,0.337,4.79017156489536e-47,"5","PYCARD"
